Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.4306494,3142.586914,1.4306494,0,43.8
1.433981419,3133.310547,1.433981419,0,43.9
1.437314272,3124.250244,1.437314272,0,44
1.440645695,3115.092285,1.440645695,0,44.1
1.443968773,3105.781006,1.443968773,0,44.2
1.447313428,3096.597412,1.447313428,0,44.3
1.450649858,3087.66748,1.450649858,0,44.4
1.453971982,3079.052246,1.453971982,0,44.5
1.457317114,3070.852051,1.457317114,0,44.6
1.460661054,3062.97998,1.460661054,0,44.7
1.463994622,3054.920898,1.463994622,0,44.8
1.467330575,3046.6604,1.467330575,0,44.9
1.470659494,3038.628174,1.470659494,0,45
1.474004269,3030.870361,1.474004269,0,45.1
1.4773314,3023.210693,1.4773314,0,45.2
1.480645061,3015.936768,1.480645061,0,45.3
1.483979702,3008.938721,1.483979702,0,45.4
1.487305284,3001.703125,1.487305284,0,45.5
1.49064517,2994.412598,1.49064517,0,45.6
1.49398458,2987.276611,1.49398458,0,45.7
1.497316837,2980.291748,1.497316837,0,45.8
1.500659108,2973.564453,1.500659108,0,45.9
1.503983974,2967.181396,1.503983974,0,46
1.50731051,2960.96582,1.50731051,0,46.1
1.51064074,2954.483154,1.51064074,0,46.2
1.513967872,2947.992676,1.513967872,0,46.3
1.517312288,2941.720947,1.517312288,0,46.4
1.520651102,2935.531982,1.520651102,0,46.5
1.52397728,2929.443848,1.52397728,0,46.6
1.527293801,2923.611816,1.527293801,0,46.7
1.530633926,2917.820313,1.530633926,0,46.8
1.533985496,2911.865967,1.533985496,0,46.9
1.537332416,2905.857422,1.537332416,0,47
1.540663481,2899.88501,1.540663481,0,47.1
1.543990374,2893.990479,1.543990374,0,47.2
1.547319293,2888.19751,1.547319293,0,47.3
1.550655365,2882.727539,1.550655365,0,47.4
1.553997517,2877.266357,1.553997517,0,47.5
1.557324529,2871.651367,1.557324529,0,47.6
1.560664177,2866.130371,1.560664177,0,47.7
1.563993454,2860.471436,1.563993454,0,47.8
1.567319274,2854.703369,1.567319274,0,47.9
1.570636272,2849.277588,1.570636272,0,48
1.573985457,2844.098389,1.573985457,0,48.1
1.577315688,2838.891357,1.577315688,0,48.2
1.580656409,2833.560303,1.580656409,0,48.3
1.583972216,2828.043701,1.583972216,0,48.4
1.587295413,2822.57666,1.587295413,0,48.5
1.590619802,2817.136475,1.590619802,0,48.6
1.593973398,2811.964111,1.593973398,0,48.7
1.597310305,2807.143799,1.597310305,0,48.8
1.600625873,2802.234375,1.600625873,0,48.9
1.603966117,2797.098633,1.603966117,0,49
1.607308745,2792.088623,1.607308745,0,49.1
1.610655904,2787.006348,1.610655904,0,49.2
1.613992214,2781.795654,1.613992214,0,49.3
1.617335677,2776.867676,1.617335677,0,49.4
1.620677471,2771.965088,1.620677471,0,49.5
1.624012113,2766.749756,1.624012113,0,49.6
1.627324939,2761.281006,1.627324939,0,49.7
1.630674481,2755.789063,1.630674481,0,49.8
1.63399303,2750.120361,1.63399303,0,49.9
1.637319446,2744.425537,1.637319446,0,50
1.640650034,2738.94458,1.640650034,0,50.1
1.643986344,2733.518799,1.643986344,0,50.2
1.647309422,2727.801514,1.647309422,0,50.3
1.650636435,2721.787109,1.650636435,0,50.4
1.653971314,2715.929443,1.653971314,0,50.5
1.657305598,2709.893555,1.657305598,0,50.6
1.660636663,2703.874756,1.660636663,0,50.7
1.663955331,2698.007324,1.663955331,0,50.8
1.667281747,2691.956543,1.667281747,0,50.9
1.670614839,2685.506836,1.670614839,0,51
1.673956394,2678.761475,1.673956394,0,51.1
1.677304149,2671.967529,1.677304149,0,51.2
1.680653811,2665.128174,1.680653811,0,51.3
1.684007406,2658.218262,1.684007406,0,51.4
1.687339187,2651.45874,1.687339187,0,51.5
1.690678239,2644.441895,1.690678239,0,51.6
1.694010735,2636.884277,1.694010735,0,51.7
1.697343707,2629.072754,1.697343707,0,51.8
1.7006495,2621.154785,1.7006495,0,51.9
1.703990579,2613.082764,1.703990579,0,52
1.707316875,2604.974365,1.707316875,0,52.1
1.710649967,2596.804199,1.710649967,0,52.2
1.713996887,2588.3125,1.713996887,0,52.3
1.717320561,2579.261963,1.717320561,0,52.4
1.720647335,2569.78418,1.720647335,0,52.5
1.72397387,2560.057861,1.72397387,0,52.6
1.727306128,2550.227295,1.727306128,0,52.7
1.730620146,2540.371582,1.730620146,0,52.8
1.733955026,2530.495361,1.733955026,0,52.9
1.737299085,2520.201416,1.737299085,0,53
1.740643263,2509.236328,1.740643263,0,53.1
1.743977189,2497.977295,1.743977189,0,53.2
1.747306228,2486.440186,1.747306228,0,53.3
1.750653744,2474.609131,1.750653744,0,53.4
1.753997803,2462.533936,1.753997803,0,53.5
1.757338405,2450.059814,1.757338405,0,53.6
1.760655284,2436.787109,1.760655284,0,53.7
1.763997197,2422.928223,1.763997197,0,53.8
1.767335176,2408.568604,1.767335176,0,53.9
1.770671606,2393.743896,1.770671606,0,54
1.774002314,2378.618896,1.774002314,0,54.1
1.777320862,2363.148193,1.777320862,0,54.2
1.780670524,2347.477783,1.780670524,0,54.3
1.783993959,2330.996582,1.783993959,0,54.4
1.787328124,2313.836914,1.787328124,0,54.5
1.790643811,2296.16333,1.790643811,0,54.6
1.793972611,2277.804932,1.793972611,0,54.7
1.797302365,2258.797852,1.797302365,0,54.8
1.800655842,2239.611328,1.800655842,0,54.9
1.803990245,2219.398926,1.803990245,0,55
1.807319045,2198.211426,1.807319045,0,55.1
1.810653329,2176.536377,1.810653329,0,55.2
1.813994408,2154.269287,1.813994408,0,55.3
1.81731391,2131.405762,1.81731391,0,55.4
1.820640326,2108.202148,1.820640326,0,55.5
1.823980927,2084.953613,1.823980927,0,55.6
1.827319503,2061.529053,1.827319503,0,55.7
1.830665708,2037.744629,1.830665708,0,55.8
1.834004283,2013.728271,1.834004283,0,55.9
1.837340951,1989.582031,1.837340951,0,56
1.840680003,1965.232666,1.840680003,0,56.1
1.844007254,1940.959717,1.844007254,0,56.2
1.847315669,1917.091553,1.847315669,0,56.3
1.850643516,1893.549561,1.850643516,0,56.4
1.853981495,1870.428223,1.853981495,0,56.5
1.857321143,1847.923462,1.857321143,0,56.6
1.860652208,1826.220825,1.860652208,0,56.7
1.863996267,1805.591797,1.863996267,0,56.8
1.867316723,1786.069702,1.867316723,0,56.9
