nbm2;nbm2;nbm2;nbm2;nbm2
Deformation;Standard force;Standard travel;Crosshead travel;Test time
mm;N;mm;mm;s
0.699159145;13.55842209;0.699159145;0.699159145;42.8
0.700826287;13.57468605;0.700826287;0.700826287;42.9
0.702482462;13.5832386;0.702482462;0.702482462;43
0.704139054;13.62015247;0.704139054;0.704139054;43.1
0.705826938;13.65295029;0.705826938;0.705826938;43.2
0.707485437;13.67159748;0.707485437;0.707485437;43.3
0.709168494;13.71132374;0.709168494;0.709168494;43.4
0.710841477;13.71962452;0.710841477;0.710841477;43.5
0.712498724;13.74582195;0.712498724;0.712498724;43.6
0.714161634;13.7677412;0.714161634;0.714161634;43.7
0.715828836;13.78324509;0.715828836;0.715828836;43.8
0.717504621;13.83752251;0.717504621;0.717504621;43.9
0.719160914;13.87049866;0.719160914;0.719160914;44
0.720828831;13.88195133;0.720828831;0.720828831;44.1
0.722493947;13.91930199;0.722493947;0.722493947;44.2
0.724165916;13.93535233;0.724165916;0.724165916;44.3
0.725831747;13.97130966;0.725831747;0.725831747;44.4
0.727496028;13.99801731;0.727496028;0.727496028;44.5
0.729157805;14.02836037;0.729157805;0.729157805;44.6
0.730818868;14.07031059;0.730818868;0.730818868;44.7
0.732492805;14.10047245;0.732492805;0.732492805;44.8
0.734166861;14.10971451;0.734166861;0.734166861;44.9
0.7358374;14.13889122;0.7358374;0.7358374;45
0.737491906;14.18946838;0.737491906;0.737491906;45.1
0.739167392;14.21081448;0.739167392;0.739167392;45.2
0.740815759;14.22452641;0.740815759;0.740815759;45.3
0.742484093;14.23712444;0.742484093;0.742484093;45.4
0.744143903;14.26974869;0.744143903;0.744143903;45.5
0.745809853;14.31600952;0.745809853;0.745809853;45.6
0.74748832;14.32775211;0.74748832;0.74748832;45.7
0.749151886;14.38558578;0.749151886;0.749151886;45.8
0.75082165;14.39466763;0.75082165;0.75082165;45.9
0.75248903;14.42633629;0.75248903;0.75248903;46
0.754164457;14.45132542;0.754164457;0.754164457;46.1
0.755818009;14.46173382;0.755818009;0.755818009;46.2
0.757490039;14.49293518;0.757490039;0.757490039;46.3
0.759159207;14.52970314;0.759159207;0.759159207;46.4
0.76082623;14.56821537;0.76082623;0.76082623;46.5
0.762487531;14.58750916;0.762487531;0.762487531;46.6
0.764158607;14.61855984;0.764158607;0.764158607;46.7
0.765828252;14.64816475;0.765828252;0.765828252;46.8
0.767492056;14.67904377;0.767492056;0.767492056;46.9
0.769153893;14.71214199;0.769153893;0.769153893;47
0.770821512;14.73383236;0.770821512;0.770821512;47.1
0.77249366;14.7550621;0.77249366;0.77249366;47.2
0.774156511;14.78992844;0.774156511;0.774156511;47.3
0.775819063;14.83915615;0.775819063;0.775819063;47.4
0.777480662;14.86332893;0.777480662;0.777480662;47.5
0.779155254;14.87425423;0.779155254;0.779155254;47.6
0.780816674;14.89886284;0.780816674;0.780816674;47.7
0.782480896;14.93780327;0.782480896;0.782480896;47.8
0.784160256;14.9660759;0.784160256;0.784160256;47.9
0.785814524;15.00434494;0.785814524;0.785814524;48
0.787496746;15.03543091;0.787496746;0.787496746;48.1
0.789150774;15.05667973;0.789150774;0.789150774;48.2
0.790815234;15.08980274;0.790815234;0.790815234;48.3
0.792501569;15.13564777;0.792501569;0.792501569;48.4
0.794168174;15.16536427;0.794168174;0.794168174;48.5
